Date,Track,Artist,Album
2017-12-12 17:17:22-03:00,Trigger Bang (feat. Giggs),Lily Allen,Trigger Bang (feat. Giggs)
2017-12-11 22:54:06-03:00,J-Boy,Phoenix,Ti Amo
2017-12-11 22:51:04-03:00,We Will Become Silhouettes,The Postal Service,Give Up
2017-12-11 22:47:59-03:00,Ocean Breathes Salty,Modest Mouse,Good News For People Who Love Bad News
2017-12-11 22:45:34-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-12-11 22:42:45-03:00,Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank
2017-12-11 22:40:14-03:00,Ya No Veo Mis Zapatos,Planeta No,Matucana
2017-12-11 22:36:39-03:00,Señorita,Planeta No,Señorita
2017-12-11 19:20:33-03:00,Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank
2017-12-11 19:17:44-03:00,She Moves in Her Own Way,The Kooks,Inside In / Inside Out
2017-12-11 19:14:23-03:00,We Used to Be Friends,The Dandy Warhols,Welcome to the Monkey House
2017-12-11 19:09:27-03:00,Incinerate,Sonic Youth,Rather Ripped (International Version)
2017-12-11 19:06:35-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-12-11 19:02:00-03:00,Good Old Days - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-12-11 18:59:26-03:00,Goodbye Soleil,Phoenix,Ti Amo
2017-12-11 18:52:09-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-12-11 18:48:42-03:00,La jardinera,Violeta Parra,El Folklore Y La Pasión
2017-12-11 18:44:52-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-12-11 18:41:29-03:00,You're My Waterloo,The Libertines,Anthems For Doomed Youth (Deluxe)
2017-12-11 18:36:22-03:00,Ocean Avenue,Yellowcard,Ocean Avenue
2017-12-11 18:33:48-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
2017-12-11 18:29:41-03:00,J-Boy,Phoenix,Ti Amo
2017-12-11 18:23:44-03:00,Second To None,Phoenix,It's Never Been Like That (Deluxe Version)
2017-12-11 18:21:32-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-12-11 00:38:33-03:00,Loaded - Edited version,Primal Scream,Dirty Hits - Limited Edition
2017-12-11 00:31:36-03:00,Teen Age Riot (album version),Sonic Youth,Daydream Nation (Deluxe Edition)
2017-12-11 00:28:38-03:00,Last Post on the Bugle - Live at O2 Academy Glasgow,The Libertines,"Live at O2 Academy Glasgow, 2015"
2017-12-11 00:24:50-03:00,Bigmouth Strikes Again - 2011 Remastered Version,The Smiths,The Queen Is Dead
2017-12-11 00:20:12-03:00,Wolf Like Me,TV on the Radio,Return To Cookie Mountain
2017-12-11 00:16:28-03:00,Fleur de Lys,Phoenix,Ti Amo
2017-12-11 00:12:56-03:00,Moving To New York,The Wombats,"Proudly Present....A Guide To Love, Loss & Desperation"
2017-12-11 00:09:29-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-12-11 00:06:07-03:00,Oxford Comma,Vampire Weekend,Vampire Weekend
2017-12-11 00:02:26-03:00,An Honest Mistake,The Bravery,An Honest Mistake (Int'l ECD Maxi)
2017-12-10 23:57:59-03:00,This Modern Love,Bloc Party,Silent Alarm (U.S. Version)
2017-12-10 23:54:16-03:00,This Scene Is Dead,We Are Scientists,With Love And Squalor
2017-12-10 23:51:31-03:00,What You Know,Two Door Cinema Club,Tourist History
2017-12-10 23:48:35-03:00,Hummer,Foals,Hummer
2017-12-10 23:45:42-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-12-10 23:41:22-03:00,Girls & Boys,Blur,Blur: The Best Of
2017-12-10 23:38:01-03:00,We Used to Be Friends,The Dandy Warhols,Welcome to the Monkey House
2017-12-10 23:33:38-03:00,You Already Know,Bombay Bicycle Club,Evening/Morning
2017-12-10 23:29:48-03:00,Some Velvet Morning - New Version,Primal Scream,Dirty Hits - Limited Edition
2017-12-10 23:24:38-03:00,La Belle et la Bête,Babyshambles,Down in Albion
2017-12-10 23:21:07-03:00,Naïve,The Kooks,Inside In / Inside Out
2017-12-10 23:17:51-03:00,Men's Needs,The Cribs,"Men's Needs, Women's Needs, Whatever (Standard Version)"
2017-12-10 23:13:22-03:00,If I Ever Feel Better,Phoenix,United
2017-12-07 22:40:32-03:00,Float On,Modest Mouse,Good News For People Who Love Bad News
2017-12-07 22:37:17-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-12-07 22:33:13-03:00,Otra Era,Javiera Mena,Otra Era
2017-12-07 22:31:06-03:00,Señorita,Planeta No,Matucana - EP
2017-12-07 22:21:19-03:00,J-Boy,Phoenix,Ti Amo
2017-12-07 21:31:22-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-12-07 17:39:15-03:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-12-07 17:35:09-03:00,Just Like Heaven,The Cure,Kiss Me Kiss Me Kiss Me
2017-12-07 17:29:55-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-12-07 17:27:24-03:00,Hummer,Foals,Hummer
2017-12-07 17:21:31-03:00,Too Young,Phoenix,United
2017-12-07 17:19:14-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-12-07 17:17:06-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-12-07 17:11:17-03:00,If I Ever Feel Better,Phoenix,United
2017-12-07 17:08:23-03:00,Sol a Sol,Planeta No,Odio
2017-12-07 17:03:24-03:00,Tucán,Miranda!,Magistral
2017-12-07 17:00:47-03:00,Locomia - Reloaded Locomia / R S M / Locovox,Locomia,Imperium
2017-12-07 16:57:17-03:00,Acá Entera,Javiera Mena,Mena
2017-12-07 16:47:10-03:00,J-Boy,Phoenix,Ti Amo
2017-12-06 22:03:06-03:00,Cabros,Odisea,Odisea
2017-12-06 21:59:36-03:00,Amiga,Alex Anwandter,Amiga
2017-12-06 21:54:52-03:00,Agua,Miranda!,Es Mentira
2017-12-06 21:51:53-03:00,Boys,Charli XCX,Boys
2017-12-06 21:45:37-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-12-06 18:40:49-03:00,profundidad de campo,Dënver,Fuera de Campo
2017-12-06 18:36:50-03:00,The Pop Kids,Pet Shop Boys,Super
2017-12-06 18:34:18-03:00,Some Velvet Morning - New Version,Primal Scream,Dirty Hits - Limited Edition
2017-12-06 18:29:13-03:00,Starboy,The Weeknd,Starboy
2017-12-06 16:47:26-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-12-06 16:44:52-03:00,Tú y las Nubes - Banda,Ana Gabriel,La Reina Canta A Mexico
2017-12-06 16:41:28-03:00,L8 CMMR,Lily Allen,Sheezus (Special Edition)
2017-12-06 16:35:59-03:00,If I Ever Feel Better,Phoenix,United
2017-12-06 16:29:54-03:00,Real Slow,Miami Horror,All Possible Futures
2017-12-05 18:45:54-03:00,Sheezus,Lily Allen,Sheezus (Special Edition)
2017-12-05 18:41:34-03:00,Otra Era,Javiera Mena,Otra Era
2017-12-05 18:35:43-03:00,Traicion - En Vivo,Miranda!,En vivo sin Restricciones!
2017-12-05 18:31:22-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-12-05 18:22:02-03:00,What You Know,Two Door Cinema Club,Tourist History
2017-12-05 18:18:15-03:00,Some Velvet Morning - New Version,Primal Scream,Dirty Hits - Limited Edition
2017-12-05 18:15:28-03:00,TI AMO,Phoenix,Ti Amo
2017-12-05 18:11:28-03:00,TKM,Gepe,Estilo Libre
2017-12-05 18:07:00-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-12-05 18:02:21-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-12-05 17:57:42-03:00,We Looked Like Giants,Death Cab for Cutie,Transatlanticism
2017-12-05 17:53:51-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-12-05 17:50:38-03:00,Señorita,Planeta No,Señorita
2017-12-05 17:44:28-03:00,J-Boy,Phoenix,Ti Amo
2017-12-04 18:43:00-03:00,In Too Deep,Sum 41,All Killer No Filler
2017-12-04 18:35:31-03:00,Starboy,The Weeknd,Starboy
2017-12-04 18:32:06-03:00,TI AMO,Phoenix,Ti Amo
2017-12-04 18:29:10-03:00,Amiga,Alex Anwandter,Amiga
2017-12-04 18:25:52-03:00,Tennis Court,Lorde,Pure Heroine
2017-12-04 18:24:10-03:00,Cabros,Odisea,Odisea
2017-12-04 18:20:42-03:00,743,Miranda!,743
2017-12-04 18:14:45-03:00,Agua,Miranda!,Es Mentira
2017-12-04 18:12:12-03:00,J-Boy,Phoenix,Ti Amo
2017-12-04 18:09:13-03:00,Sol a Sol,Planeta No,Odio
2017-12-04 13:35:04-03:00,Express Yourself - Edit Version,Madonna,The Immaculate Collection
2017-12-04 13:24:42-03:00,Vogue,Madonna,The Immaculate Collection
2017-12-04 13:21:40-03:00,Material Girl,Madonna,Celebration (double disc version)
2017-12-04 13:14:15-03:00,I'm a Slave 4 U,Britney Spears,Britney (Digital Deluxe Version)
2017-12-04 13:11:19-03:00,Piece of Me,Britney Spears,Blackout
2017-12-04 13:07:08-03:00,Gimme More,Britney Spears,Blackout
2017-12-04 13:04:26-03:00,Break the Ice,Britney Spears,Blackout
2017-12-04 13:00:28-03:00,Overprotected - Radio Edit,Britney Spears,Britney (Digital Deluxe Version)
2017-12-04 12:57:15-03:00,Radar,Britney Spears,Blackout
2017-12-04 12:53:29-03:00,Do Somethin',Britney Spears,Greatest Hits: My Prerogative
2017-12-01 13:10:55-03:00,Goodbye Soleil,Phoenix,Ti Amo
2017-12-01 13:05:41-03:00,Cómo Puedes Vivir Contigo Mismo?,Alex Anwandter,Rebeldes
2017-12-01 12:58:34-03:00,Overture/And All That Jazz,Catherine Zeta-Jones,Chicago - Music From The Miramax Motion Picture
2017-12-01 12:54:06-03:00,Holidays (feat. Alan Palomo),Miami Horror,Illumination
2017-11-30 21:52:34-03:00,TKM,Gepe,Estilo Libre
2017-11-30 21:49:54-03:00,Sol a Sol,Planeta No,Odio
2017-11-30 21:47:32-03:00,Señorita,Planeta No,Matucana
2017-11-30 21:45:06-03:00,Ya No Veo Mis Zapatos,Planeta No,Matucana
2017-11-30 21:42:29-03:00,Sol a Sol,Planeta No,Odio
2017-11-30 21:39:08-03:00,Odio,Planeta No,Odio
2017-11-30 21:32:19-03:00,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derülo,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
2017-11-30 21:27:13-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
2017-11-30 21:24:49-03:00,Take on Me,a-ha,Hunting High and Low
2017-11-30 21:17:00-03:00,"Gun - Live From Spotify House, SXSW Texas / 2016",CHVRCHES,Spotify Sessions
2017-11-30 21:07:16-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-11-30 21:04:32-03:00,Problem,Ariana Grande,My Everything (Deluxe)
2017-11-30 21:02:43-03:00,Boys,Charli XCX,Boys
2017-11-30 20:57:40-03:00,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derülo,Swalla (feat. Nicki Minaj & Ty Dolla $ign)
2017-11-30 20:54:35-03:00,Cuando hablamos,Javiera Mena,Esquemas juveniles
2017-11-30 20:50:44-03:00,J-Boy,Phoenix,Ti Amo
2017-11-30 12:58:28-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:55:01-03:00,(You Drive Me) Crazy [The Stop Remix!] - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:51:40-03:00,Outrageous - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:46:31-03:00,Hold It Against Me,Britney Spears,The Essential Britney Spears
2017-11-30 12:40:50-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:36:22-03:00,I'm A Slave 4 U - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:30:21-03:00,Toxic - Remastered,Britney Spears,The Essential Britney Spears
2017-11-30 12:16:35-03:00,Break the Ice - Remastered,Britney Spears,The Essential Britney Spears
2017-11-29 14:15:20-03:00,Love Like Mine,Miami Horror,All Possible Futures
2017-11-29 14:08:29-03:00,We Looked Like Giants,Death Cab for Cutie,Transatlanticism
2017-11-29 14:04:16-03:00,"Que Se Acabe el Mundo, por Favor",Alex Anwandter,Rebeldes
2017-11-29 14:01:39-03:00,Take on Me,a-ha,Hunting High and Low
2017-11-29 13:58:14-03:00,But It's Better If You Do - Live In Chicago,Panic! at the Disco,Live In Chicago
2017-11-29 13:53:46-03:00,Telefono,Phoenix,Ti Amo
2017-11-29 13:49:49-03:00,Acá Entera,Javiera Mena,Mena
2017-11-29 13:45:45-03:00,Otra Era,Javiera Mena,Otra Era
2017-11-29 13:39:27-03:00,When Did Your Heart Go Missing?,Rooney,When Did Your Heart Go Missing? (UK Version)
2017-11-29 13:36:57-03:00,Always on My Mind,Phantom Planet,The Guest
2017-11-29 13:32:26-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
2017-11-29 13:27:33-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2017-11-29 13:25:38-03:00,Mentía - En Vivo,Miranda!,Luna Magistral
2017-11-29 13:19:58-03:00,Team,Lorde,Pure Heroine
2017-11-29 13:16:20-03:00,Yo para ti no soy nadie,Dënver,Sangre Cita
2017-11-29 13:11:50-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-11-28 20:02:53-03:00,Ya Lo Sabía - En Vivo,Miranda!,Luna Magistral
2017-11-28 19:59:21-03:00,Danza Rota,Soda Stereo,Obras Cumbres (Parte 2)
2017-11-28 19:56:24-03:00,Hummer,Foals,Hummer
2017-11-28 19:50:59-03:00,Amor y Porno,Fármacos,Estado de Gracia
2017-11-28 19:47:15-03:00,Did You See Me Coming?,Pet Shop Boys,Yes
2017-11-28 19:39:22-03:00,Transatlanticism,Death Cab for Cutie,Transatlanticism
2017-11-28 19:36:35-03:00,Make Me Like You,Gwen Stefani,This Is What the Truth Feels Like
2017-11-28 19:33:05-03:00,TI AMO,Phoenix,Ti Amo
2017-11-28 19:29:00-03:00,Take on Me,a-ha,Hunting High and Low
2017-11-28 19:25:41-03:00,J-Boy,Phoenix,Ti Amo
2017-11-28 19:21:19-03:00,If I Ever Feel Better,Phoenix,United
2017-11-28 19:15:13-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-11-28 19:10:13-03:00,Fleur de Lys,Phoenix,Ti Amo
2017-11-28 19:05:39-03:00,J-Boy,Phoenix,Ti Amo
2017-11-28 16:15:43-03:00,The Pop Kids,Pet Shop Boys,Super
2017-11-28 16:12:16-03:00,One Way Or Another - 2001 - Remaster,Blondie,Parallel Lines
2017-11-28 16:09:04-03:00,"Hold On, We're Going Home",Drake,Nothing Was The Same (Deluxe)
2017-11-28 16:06:38-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-11-28 16:02:57-03:00,Quiero - En Vivo,Miranda!,En vivo sin Restricciones!
2017-11-28 16:00:57-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
2017-11-28 15:57:30-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-11-28 15:54:36-03:00,J-Boy,Phoenix,Ti Amo
2017-11-28 15:51:23-03:00,Candyman,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits
2017-11-27 16:05:46-03:00,For What Reason,Death Cab for Cutie,We Have the Facts and We're Voting Yes
2017-11-25 23:18:18-03:00,The Man Who Would Be King,The Libertines,The Libertines
2017-11-25 23:13:43-03:00,(Marie's the Name) His Latest Flame,Elvis Presley,Elvis 30 #1 Hits
2017-11-25 23:03:42-03:00,One Way Or Another - 2001 - Remaster,Blondie,Parallel Lines
2017-11-25 22:57:12-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-11-25 22:54:18-03:00,Candyman,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits
2017-11-25 20:47:03-03:00,New Rules,Dua Lipa,Dua Lipa (Deluxe)
2017-11-25 20:40:56-03:00,Consolation Prizes,Phoenix,It's Never Been Like That (Deluxe Version)
2017-11-25 20:36:36-03:00,Holidays (feat. Alan Palomo),Miami Horror,Illumination
2017-11-25 20:33:19-03:00,Bailar y Llorar,Teleradio Donoso,bailar y llorar
2017-11-25 20:29:28-03:00,National Anthem,Lana Del Rey,Born to Die - The Paradise Edition
2017-11-25 20:26:03-03:00,Second To None,Phoenix,It's Never Been Like That (Deluxe Version)
2017-11-24 17:16:47-03:00,"Suerte (Whenever, Wherever)",Shakira,Laundry Service
2017-11-24 17:14:01-03:00,Con Un Solo Zapato No Se Puede Caminar,Gepe,GP
2017-11-24 17:10:07-03:00,What Would Steve Do?,Mumm-Ra,What Would Steve Do?
2017-11-24 17:07:37-03:00,Quiero Conocer Tu Mundo,Fármacos,Quiero Conocer Tu Mundo
2017-11-24 17:04:05-03:00,Hola,Miranda!,El Disco De Tu Corazón
2017-11-24 17:00:24-03:00,I'm Not Gonna Teach Your Boyfriend How to Dance With You,Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You
2017-11-24 16:57:48-03:00,freebola,Glup!,Glup! 1999
2017-11-24 16:55:20-03:00,Ritmo y Decepción - En Vivo,Miranda!,Luna Magistral
2017-11-24 16:49:56-03:00,Casan (No puedo bloquear lo que quiero dar),Javiera Mena,Esquemas juveniles
2017-11-24 16:45:32-03:00,Gimme More - Remastered,Britney Spears,The Essential Britney Spears
2017-11-24 16:43:18-03:00,Hold It Against Me,Britney Spears,The Essential Britney Spears
2017-11-24 16:39:53-03:00,Crooked Teeth,Death Cab for Cutie,Plans
2017-11-24 16:36:06-03:00,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,Lily Allen,"Alright, Still [Deluxe]"
2017-11-24 16:32:07-03:00,Arrasando - Original Version,Thalía,Arrasando
2017-11-24 16:26:57-03:00,Misery,Gwen Stefani,This Is What the Truth Feels Like
2017-11-24 16:23:07-03:00,J-Boy,Phoenix,Ti Amo
2017-11-22 16:09:03-03:00,Danza Rota,Soda Stereo,Obras Cumbres (Parte 2)
2017-11-22 16:05:38-03:00,Campus,Vampire Weekend,Vampire Weekend
2017-11-22 16:03:25-03:00,Boys,Charli XCX,Boys
2017-11-22 15:58:12-03:00,J-Boy,Phoenix,Ti Amo
2017-11-22 15:54:48-03:00,Candyman,Christina Aguilera,Keeps Gettin' Better: A Decade of Hits
2017-11-22 09:45:28-03:00,Rich Girl,Gwen Stefani,Love Angel Music Baby
2017-11-22 09:42:06-03:00,Anna,Will Butler,Policy (Deluxe Version)
2017-11-22 09:37:22-03:00,Too Young,Phoenix,United
2017-11-22 09:30:59-03:00,The Pop Kids,Pet Shop Boys,Super
2017-11-22 09:26:29-03:00,Bailarina - En Vivo,Miranda!,En vivo sin Restricciones!
2017-11-22 09:20:25-03:00,The Fear,Lily Allen,"It's Not Me, It's You [Special Edition]"
2017-11-22 09:15:03-03:00,No Pero No - En Vivo,Miranda!,Luna Magistral
2017-11-22 09:09:47-03:00,Vogue,Madonna,Celebration (double disc version)
2017-11-22 09:06:37-03:00,I Will Follow You Into The Dark,Death Cab for Cutie,Plans
2017-11-22 09:03:01-03:00,Señorita,Planeta No,Matucana - EP
2017-11-22 08:59:48-03:00,A Lack of Color,Death Cab for Cutie,Transatlanticism (10th Anniversary Edition)
2017-11-22 08:56:20-03:00,La Joya,Javiera Mena,Otra Era
2017-11-22 08:53:06-03:00,Tucán,Miranda!,Magistral
2017-11-22 08:50:20-03:00,J-Boy,Phoenix,Ti Amo
2017-11-20 15:33:05-03:00,EL FONDO DEL BARRO,Dënver,Sangre Cita
2017-11-20 15:29:18-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-11-20 15:05:16-03:00,One Way Or Another - 2001 - Remaster,Blondie,Parallel Lines
2017-11-20 14:56:16-03:00,Vogue - Live,Madonna,I'm Going To Tell You A Secret (Audio Only DMD)
2017-11-20 14:53:54-03:00,Jenny From The Block - Track Masters Remix featuring Styles P. & Jadakiss,Jennifer Lopez,Dance Again...The Hits
2017-11-20 14:49:56-03:00,Genie in a Bottle,Christina Aguilera,Christina Aguilera
2017-11-20 14:45:21-03:00,Stars Are Blind - Luny Tunes Remix feat. Wisin and Yandel,Paris Hilton,Stars Are Blind
2017-11-20 14:43:34-03:00,Pocketful of Sunshine,Natasha Bedingfield,Strip Me Away
2017-11-20 14:37:59-03:00,All the Things She Said,t.A.T.u.,t.A.T.u. - The Best
2017-11-20 14:33:52-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-11-20 14:30:01-03:00,Insincerely Yours,Lily Allen,Sheezus
2017-11-20 14:26:28-03:00,J-Boy,Phoenix,Ti Amo
2017-11-19 21:44:44-03:00,Imán - En Vivo,Miranda!,Miranda Directo!
2017-11-19 21:40:49-03:00,Goodbye Soleil,Phoenix,Ti Amo
2017-11-19 21:37:49-03:00,Amiga,Alex Anwandter,Amiga
2017-11-19 21:34:02-03:00,Starboy,The Weeknd,Starboy
2017-11-19 21:29:31-03:00,You Can Do Better Than Me,Death Cab for Cutie,Narrow Stairs
2017-11-19 21:26:04-03:00,Long Distance Call,Phoenix,It's Never Been Like That (Deluxe Version)
2017-11-19 21:23:58-03:00,Noche profunda,Dënver,Sangre Cita
2017-11-19 21:22:01-03:00,Men's Needs,The Cribs,"Men's Needs, Women's Needs, Whatever (Standard Version)"
2017-11-19 21:18:36-03:00,TI AMO,Phoenix,Ti Amo
2017-11-19 21:15:24-03:00,freebola,Glup!,Glup! 1999
2017-11-19 21:11:46-03:00,Fleur de Lys,Phoenix,Ti Amo
2017-11-19 21:07:42-03:00,Telefono,Phoenix,Ti Amo
2017-11-19 21:03:11-03:00,J-Boy,Phoenix,Ti Amo
2017-11-18 08:37:24-03:00,Move Along,The All-American Rejects,Move Along
2017-11-18 08:32:10-03:00,It's Not Over,Daughtry,Daughtry (Deluxe Edition)
2017-11-18 08:29:42-03:00,What's My Age Again?,blink-182,Enema of the State
2017-11-18 08:25:13-03:00,J-Boy,Phoenix,Ti Amo
2017-11-17 11:52:57-03:00,There Is A Light That Never Goes Out - 2011 Remastered Version,The Smiths,The Queen Is Dead
2017-11-17 11:49:37-03:00,Everything Is Everything,Phoenix,Alphabetical
2017-11-17 11:43:47-03:00,TI AMO,Phoenix,Ti Amo
2017-11-17 11:39:25-03:00,Oxford Comma,Vampire Weekend,Vampire Weekend
2017-11-17 11:35:30-03:00,Goodbye Soleil,Phoenix,Ti Amo
2017-11-17 11:31:32-03:00,You're My Waterloo,The Libertines,Anthems For Doomed Youth (Deluxe)
2017-11-17 11:28:43-03:00,Goodbye Soleil,Phoenix,Ti Amo
2017-11-17 11:25:44-03:00,Girls & Boys,Blur,Blur: The Best Of
2017-11-17 11:23:09-03:00,This Charming Man - 2011 Remastered Version,The Smiths,The Smiths
2017-11-17 11:17:15-03:00,Suedehead - 2011 Remastered Version,Morrissey,Viva Hate [2011 - Remaster] (2011 Remastered Version)
2017-11-17 11:13:07-03:00,J-Boy,Phoenix,Ti Amo
2017-11-17 11:09:05-03:00,Yo Te Diré - En Vivo,Miranda!,Luna Magistral
2017-11-17 11:06:36-03:00,No dejes que me calme,Fármacos,Estado de Gracia
2017-11-17 11:02:59-03:00,Dentro de ti,Javiera Mena,Dentro de ti
2017-11-17 10:58:51-03:00,J-Boy,Phoenix,Ti Amo
2017-11-16 13:26:30-03:00,Booty,Jennifer Lopez,Booty
2017-11-16 13:23:25-03:00,Always,blink-182,blink-182
2017-11-16 13:21:08-03:00,Your Love Is A Lie - Explicit Album Version,Simple Plan,Simple Plan (Explicit)
2017-11-16 13:16:16-03:00,Remembering Sunday,All Time Low,"So Wrong, It's Right (Deluxe Version)"
2017-11-16 13:09:04-03:00,Hero/Heroine,Boys Like Girls,Boys Like Girls
2017-11-16 12:58:56-03:00,Piece of Me,Britney Spears,Blackout
2017-11-16 12:53:37-03:00,Fighter,Christina Aguilera,Christina Aguilera/Stripped
2017-11-16 12:51:17-03:00,The Sweet Escape,Gwen Stefani,The Sweet Escape (International Version)
2017-11-16 12:45:13-03:00,"Suerte (Whenever, Wherever)",Shakira,Laundry Service
2017-11-16 12:39:33-03:00,J-Boy,Phoenix,Ti Amo
2017-11-15 20:19:09-03:00,Overture/And All That Jazz,Catherine Zeta-Jones,Chicago - Music From The Miramax Motion Picture
2017-11-15 20:16:35-03:00,Tainted Love,Soft Cell,Non-Stop Erotic Cabaret
